Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date
Grand Princess,US,2021-03-03 05:30:49,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,,2021-03-02
Guam,US,2021-03-03 05:30:49,13.4443,144.7937,7742,131,7580.0,31.0,66.0,4714.14914540063,119289.0,,1.6920692327563938,316.0,GUM,72635.77078347918,,2021-03-02
Hawaii,US,2021-03-03 05:30:49,21.0943,-157.4983,27818,438,,27380.0,15.0,1964.7256249152465,1120660.0,,1.574520094902581,84000015.0,USA,79149.81015233016,,2021-03-02
Idaho,US,2021-03-03 05:30:49,44.2405,-114.4788,171836,1871,94707.0,75258.0,16.0,9615.542803423492,640412.0,,1.0888288833538955,84000016.0,USA,35835.965675563006,,2021-03-02
Illinois,US,2021-03-03 05:30:49,40.3495,-88.9861,1189326,22803,,1166523.0,17.0,9385.596592628637,18234668.0,,1.917304422841172,84000017.0,USA,143899.3495883504,,2021-03-02
Indiana,US,2021-03-03 05:30:49,39.8494,-86.2583,662750,12623,,650127.0,18.0,9844.45099008217,8056112.0,,1.9046397585816672,84000018.0,USA,119665.03169311635,,2021-03-02
Iowa,US,2021-03-03 05:30:49,42.0115,-93.2105,337520,5498,316185.0,43099.0,19.0,11561.772005058523,1316616.0,,1.5072015614805556,84000019.0,USA,41730.16763494947,,2021-03-02
Kansas,US,2021-03-03 05:30:49,38.5266,-96.7265,296654,4700,,291954.0,20.0,10182.699152923442,1259105.0,,1.5843373087839705,84000020.0,USA,43218.993901790185,,2021-03-02
Kentucky,US,2021-03-03 05:30:49,37.6681,-84.6701,406201,4671,47787.0,353743.0,21.0,9092.003823914598,3922153.0,,1.1499233138273908,84000021.0,USA,87789.61665278548,,2021-03-02
Louisiana,US,2021-03-03 05:30:49,31.1695,-91.8678,431271,9647,408463.0,13161.0,22.0,9277.051209410442,5608696.0,,2.2368765810824285,84000022.0,USA,120648.409028234,,2021-03-02
Maine,US,2021-03-03 05:30:49,44.6939,-69.3819,44944,703,12811.0,31430.0,23.0,3343.5202185369567,1650133.0,,1.5641687433250266,84000023.0,USA,122758.38930168755,,2021-03-02
Maryland,US,2021-03-03 05:30:49,39.0639,-76.8021,383170,7905,9677.0,365588.0,24.0,6337.914014635244,7917331.0,,2.063052952997364,84000024.0,USA,130958.48605946725,,2021-03-02
Massachusetts,US,2021-03-03 05:30:49,42.2302,-71.5301,582844,16182,494740.0,71922.0,25.0,8456.202340426982,16317937.0,,2.776386134197144,84000025.0,USA,236749.07359489,,2021-03-02
Michigan,US,2021-03-03 05:30:49,43.3266,-84.5361,649057,16544,541258.0,91255.0,26.0,6499.111782615893,10358755.0,,2.5489286765260992,84000026.0,USA,103723.8742879767,,2021-03-02
Minnesota,US,2021-03-03 05:30:49,45.6945,-93.9002,485655,6558,472470.0,6627.0,27.0,8611.46613821611,6943992.0,,1.3503412916576585,84000027.0,USA,123128.45944558085,,2021-03-02
Mississippi,US,2021-03-03 05:30:49,32.7416,-89.6787,295295,6724,278162.0,10409.0,28.0,9922.050273692614,1754669.0,,2.277044988909396,84000028.0,USA,58957.700034507674,,2021-03-02
Missouri,US,2021-03-03 05:30:49,38.4561,-92.2884,495812,8297,,487515.0,29.0,8078.498028815979,4497905.0,,1.6734165369131848,84000029.0,USA,73286.48091676188,,2021-03-02
Montana,US,2021-03-03 05:30:49,46.9219,-110.4544,100158,1372,97199.0,1587.0,30.0,9371.263255793065,1086339.0,,1.3698356596577408,84000030.0,USA,101643.09145584957,,2021-03-02
Nebraska,US,2021-03-03 05:30:49,41.1254,-98.2681,201346,2084,155712.0,43550.0,31.0,10408.662495192328,2382251.0,,1.0350342197014095,84000031.0,USA,123151.4241049458,,2021-03-02
Nevada,US,2021-03-03 05:30:49,38.3135,-117.0554,294289,4967,,289322.0,32.0,9554.35374052483,2729627.0,,1.6877966896486107,84000032.0,USA,88619.76471321582,,2021-03-02
New Hampshire,US,2021-03-03 05:30:49,43.4525,-71.5639,75803,1170,72359.0,2274.0,33.0,5574.934673618144,1465475.0,,1.5434745326702108,84000033.0,USA,107778.41761962652,,2021-03-02
New Jersey,US,2021-03-03 05:30:49,40.2989,-74.521,795785,23321,,772464.0,34.0,8959.333227503577,10779311.0,,2.9305654165383865,84000034.0,USA,121358.707706095,,2021-03-02
New Mexico,US,2021-03-03 05:30:49,34.8405,-106.2485,185542,3740,148641.0,33161.0,35.0,8848.694862575823,2710151.0,,2.015716118183484,84000035.0,USA,129249.97698906301,,2021-03-02
New York,US,2021-03-03 05:30:49,42.1657,-74.9481,1656684,47818,,1608866.0,36.0,8516.096358913413,38409107.0,,2.8863681909163117,84000036.0,USA,197439.98026890808,,2021-03-02
North Carolina,US,2021-03-03 05:30:49,35.6301,-79.8064,863409,11288,,852121.0,37.0,8232.28532494591,10422010.0,,1.3073757628192433,84000037.0,USA,99370.00885957817,,2021-03-02
North Dakota,US,2021-03-03 05:30:49,47.5289,-99.784,99957,1477,97934.0,546.0,38.0,13116.649301500403,1413141.0,,1.4776353832147824,84000038.0,USA,185436.48679503766,,2021-03-02
Northern Mariana Islands,US,2021-03-03 05:30:49,15.0979,145.6739,144,2,29.0,113.0,69.0,261.13448425939356,17572.0,,1.3888888888888888,580.0,MNP,31865.660815319887,,2021-03-02
Ohio,US,2021-03-03 05:30:49,40.3888,-82.7649,970583,17502,914893.0,36635.0,39.0,8288.696306815751,10084481.0,,1.7903256770230185,84000039.0,USA,86272.5188423403,,2021-03-02
Oklahoma,US,2021-03-03 05:30:49,35.5653,-96.9289,424999,4534,407934.0,12531.0,40.0,10740.51338763918,3525279.0,,1.0668260395906817,84000040.0,USA,89090.34208236553,,2021-03-02
Oregon,US,2021-03-03 05:30:49,44.572,-122.0709,156037,2225,,153812.0,41.0,3699.543143633659,3748444.0,,1.4259438466517558,84000041.0,USA,88873.34606211814,,2021-03-02
Pennsylvania,US,2021-03-03 05:30:49,40.5908,-77.2098,938296,24062,851608.0,62626.0,42.0,7329.2985957104,10476323.0,,2.564435956244085,84000042.0,USA,81833.55726988986,,2021-03-02
Puerto Rico,US,2021-03-03 05:30:49,18.2208,-66.5901,100735,2040,91134.0,7561.0,72.0,3154.1844647608696,406707.0,,2.0251154017967936,630.0,PRI,12734.689046602462,,2021-03-02
Rhode Island,US,2021-03-03 05:30:49,41.6809,-71.5118,126849,2525,,124324.0,44.0,11974.105144516365,3022306.0,,1.9905557000843523,84000044.0,USA,285295.1921016537,,2021-03-02
South Carolina,US,2021-03-03 05:30:49,33.8569,-80.945,518823,8576,230793.0,279454.0,45.0,10076.749262048737,5068421.0,,1.6529722082482852,84000045.0,USA,98440.52320637736,,2021-03-02
South Dakota,US,2021-03-03 05:30:49,44.2998,-99.4388,112652,1888,108789.0,1975.0,46.0,12733.94607413704,423463.0,,1.6759578169939282,84000046.0,USA,47867.3703653046,,2021-03-02
Tennessee,US,2021-03-03 05:30:49,35.7478,-86.6923,776337,11436,751776.0,13125.0,47.0,11367.948744606596,6797475.0,,1.4730716170941227,84000047.0,USA,99535.8296625624,,2021-03-02
Texas,US,2021-03-03 05:30:49,31.0545,-97.5635,2668091,44186,2441822.0,182083.0,48.0,9201.620740545874,19643058.0,,1.6560904406933648,84000048.0,USA,67744.3047859108,,2021-03-02
Utah,US,2021-03-03 05:30:49,40.15,-111.8624,371979,1949,353737.0,16293.0,49.0,11602.740896792784,2865473.0,,0.5239543092486404,84000049.0,USA,89379.61757452841,,2021-03-02
Vermont,US,2021-03-03 05:30:49,44.0459,-72.7107,15372,206,12759.0,2407.0,50.0,2463.5049656324068,1078840.0,,1.3400988810824876,84000050.0,USA,172894.07345321792,,2021-03-02
Virgin Islands,US,2021-03-03 05:30:49,18.3358,-64.8963,2646,25,2511.0,110.0,78.0,2466.718872357087,47871.0,,0.944822373393802,850.0,VIR,44627.475109072606,,2021-03-02
Virginia,US,2021-03-03 05:30:49,37.7693,-78.17,578559,8943,,569616.0,51.0,6778.25214846338,5928679.0,,1.5457369084224772,84000051.0,USA,69458.91632365882,,2021-03-02
Washington,US,2021-03-03 05:30:49,47.4009,-121.4905,341441,4988,,336453.0,53.0,4483.8581448222585,5280330.0,,1.4608673240764876,84000053.0,USA,69342.14308723707,,2021-03-02
West Virginia,US,2021-03-03 05:30:49,38.4912,-80.9545,132184,2301,123191.0,6692.0,54.0,7375.7342450145,2216628.0,,1.7407553107789142,84000054.0,USA,123685.6128431429,,2021-03-02
Wisconsin,US,2021-03-03 05:30:49,44.2685,-89.6165,618307,7050,550730.0,60527.0,55.0,10619.390447362735,6938594.0,,1.1402102838881008,84000055.0,USA,119169.98973281619,,2021-03-02
Wyoming,US,2021-03-03 05:30:49,42.756,-107.3025,54527,682,53339.0,506.0,56.0,9421.365369696196,641380.0,,1.2507565059511798,84000056.0,USA,110819.87493930981,,2021-03-02
Alabama,US,2021-03-02 05:30:53,32.3182,-86.9023,493769,9931,285130.0,198708.0,1.0,10070.372625140595,2292074.0,,2.0112643766619613,84000001.0,USA,46746.63509535129,,2021-03-01
Alaska,US,2021-03-02 05:30:53,61.3707,-152.4044,58647,300,,58347.0,2.0,8016.868408641983,1698031.0,,0.5115351168857742,84000002.0,USA,232115.7276722553,,2021-03-01
American Samoa,US,2021-03-02 05:30:53,-14.271,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-03-01
Arizona,US,2021-03-02 05:30:53,33.7298,-111.4312,817821,15979,,801842.0,4.0,11235.785097840733,3764864.0,,1.953850536975695,84000004.0,USA,51724.280529109725,,2021-03-01
Arkansas,US,2021-03-02 05:30:53,34.9697,-92.3731,322509,5250,313002.0,4257.0,5.0,10686.876947608262,2698497.0,,1.6278615480498217,84000005.0,USA,89419.22669596832,,2021-03-01
California,US,2021-03-02 08:30:59,36.1162,-119.6816,3573549,52491,,3521058.0,6.0,9044.160841064295,48712676.0,,1.468875899001245,84000006.0,USA,123285.0806698474,,2021-03-01
Colorado,US,2021-03-02 05:30:53,39.0598,-105.3111,429839,5952,,423887.0,8.0,7464.120598686934,6229855.0,,1.384704505640484,84000008.0,USA,108180.94456839141,,2021-03-01
Connecticut,US,2021-03-02 05:30:53,41.5978,-72.7554,282626,7651,,274975.0,9.0,7927.159861183686,6403426.0,,2.7071111645779227,84000009.0,USA,179604.78357001836,,2021-03-01
Delaware,US,2021-03-02 05:30:53,39.3185,-75.5071,87080,1422,,85658.0,10.0,8942.618540015856,1400454.0,,1.6329811667432246,84000010.0,USA,143818.62545750305,,2021-03-01
Diamond Princess,US,2021-03-02 05:30:53,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,2021-03-01
District of Columbia,US,2021-03-02 05:30:53,38.8974,-77.0268,40684,1019,29019.0,10646.0,11.0,5764.655706207164,1231593.0,,2.504670140595812,84000011.0,USA,174508.64259106285,,2021-03-01
Florida,US,2021-03-02 05:30:53,27.7663,-81.6868,1910921,30999,,1879922.0,12.0,8897.217616548709,21784686.0,,1.62220206905466,84000012.0,USA,101429.14963527117,,2021-03-01
Georgia,US,2021-03-02 05:30:53,33.0406,-83.6431,1008660,17376,,991284.0,13.0,9500.045349987471,7215169.0,,1.7226815775385165,84000013.0,USA,67955.93431664162,,2021-03-01
Grand Princess,US,2021-03-02 05:30:53,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,,2021-03-01
Guam,US,2021-03-02 05:30:53,13.4443,144.7937,7737,131,7564.0,42.0,66.0,4711.104616115303,117604.0,,1.693162724570247,316.0,GUM,71609.7644143239,,2021-03-01
Hawaii,US,2021-03-02 05:30:53,21.0943,-157.4983,27785,438,,27347.0,15.0,1962.3949057541925,1117157.0,,1.5763901385639734,84000015.0,USA,78902.40078199159,,2021-03-01
Idaho,US,2021-03-02 05:30:53,44.2405,-114.4788,171462,1867,94230.0,75365.0,16.0,9594.614633491226,638919.0,,1.0888710034876532,84000016.0,USA,35752.420868854795,,2021-03-01
Illinois,US,2021-03-02 05:30:53,40.3495,-88.9861,1187757,22759,,1164998.0,17.0,9373.214788939964,18178487.0,,1.916132676970121,84000017.0,USA,143455.9957878193,,2021-03-01
Indiana,US,2021-03-02 05:30:53,39.8494,-86.2583,662213,12595,,649618.0,18.0,9836.474422474968,8035726.0,,1.9019560171727223,84000018.0,USA,119362.21920291068,,2021-03-01
Iowa,US,2021-03-02 05:30:53,42.0115,-93.2105,336890,5472,315443.0,43221.0,19.0,11541.297023520872,1315398.0,,1.5027352417777973,84000019.0,USA,41691.56310319581,,2021-03-01
Kansas,US,2021-03-02 05:30:53,38.5266,-96.7265,296644,4700,,291944.0,20.0,10182.355901217652,1259105.0,,1.5843907174930218,84000020.0,USA,43218.993901790185,,2021-03-01
Kentucky,US,2021-03-02 05:30:53,37.6681,-84.6701,405126,4652,47592.0,352882.0,21.0,9067.9420808103,3919142.0,,1.1482847311700557,84000021.0,USA,87722.2213890766,,2021-03-01
Louisiana,US,2021-03-02 05:30:53,31.1695,-91.8678,430504,9628,408463.0,12413.0,22.0,9260.55230668427,5585504.0,,2.2364484418263246,84000022.0,USA,120149.52695258168,,2021-03-01
Maine,US,2021-03-02 05:30:53,44.6939,-69.3819,44763,703,12805.0,31255.0,23.0,3330.0550805974062,1640789.0,,1.5704934879252954,84000023.0,USA,122063.2608546866,,2021-03-01
Maryland,US,2021-03-02 05:30:53,39.0639,-76.8021,382702,7879,9669.0,365154.0,24.0,6330.172949941115,7906291.0,,2.0587820288370584,84000024.0,USA,130775.87632822116,,2021-03-01
Massachusetts,US,2021-03-02 05:30:53,42.2302,-71.5301,582543,16144,494740.0,71659.0,25.0,8451.835276676702,16261930.0,,2.7712975694498088,84000025.0,USA,235936.49505847148,,2021-03-01
Michigan,US,2021-03-02 05:30:53,43.3266,-84.5361,647415,16519,541258.0,89638.0,26.0,6482.670173408911,10338681.0,,2.551531861325425,84000026.0,USA,103522.87010818318,,2021-03-01
Minnesota,US,2021-03-02 05:30:53,45.6945,-93.9002,485230,6554,471647.0,7029.0,27.0,8603.93018551565,6934737.0,,1.3506996681985863,84000027.0,USA,122964.35299324495,,2021-03-01
Mississippi,US,2021-03-02 05:30:53,32.7416,-89.6787,294994,6681,273437.0,14876.0,28.0,9911.93653274752,1754368.0,,2.2647918262744327,84000028.0,USA,58947.586293562585,,2021-03-01
Missouri,US,2021-03-02 05:30:53,38.4561,-92.2884,495439,8283,,487156.0,29.0,8072.420564444911,4490001.0,,1.67185062136812,84000029.0,USA,73157.6973285878,,2021-03-01
Montana,US,2021-03-02 05:30:53,46.9219,-110.4544,100003,1357,97037.0,1609.0,30.0,9356.760711766148,1084202.0,,1.3569592912212634,84000030.0,USA,101443.14347787848,,2021-03-01
Nebraska,US,2021-03-02 05:30:53,41.1254,-98.2681,200946,2082,155333.0,43531.0,31.0,10387.984334225252,2373731.0,,1.0360992505449225,84000031.0,USA,122710.97927634708,,2021-03-01
Nevada,US,2021-03-02 05:30:53,38.3135,-117.0554,293980,4957,,289023.0,32.0,9544.321781104594,2725701.0,,1.686169127151507,84000032.0,USA,88492.30363656906,,2021-03-01
New Hampshire,US,2021-03-02 05:30:53,43.4525,-71.5639,75588,1170,72055.0,2363.0,33.0,5559.122489999713,1461579.0,,1.5478647404349897,84000033.0,USA,107491.88614345256,,2021-03-01
New Jersey,US,2021-03-02 05:30:53,40.2989,-74.521,792496,23273,,769223.0,34.0,8922.304071405813,10660578.0,,2.936670973733621,84000034.0,USA,120021.95404511725,,2021-03-01
New Mexico,US,2021-03-02 05:30:53,34.8405,-106.2485,185297,3729,147446.0,34122.0,35.0,8837.010552601094,2699792.0,,2.0124448857779678,84000035.0,USA,128755.94528690705,,2021-03-01
New York,US,2021-03-02 05:30:53,42.1657,-74.9481,1650303,47719,,1602584.0,36.0,8483.295166370825,38281073.0,,2.891529616076563,84000036.0,USA,196781.82827298305,,2021-03-01
North Carolina,US,2021-03-02 05:30:53,35.6301,-79.8064,862170,11254,,850916.0,37.0,8220.47191841713,10401246.0,,1.3053110175487432,84000037.0,USA,99172.03180294894,,2021-03-01
North Dakota,US,2021-03-02 05:30:53,47.5289,-99.784,99852,1475,97836.0,541.0,38.0,13102.870895019041,1410827.0,,1.4771862356287304,84000038.0,USA,185132.83696077226,,2021-03-01
Northern Mariana Islands,US,2021-03-02 05:30:53,15.0979,145.6739,143,2,29.0,112.0,69.0,259.3210503409256,17572.0,,1.3986013986013983,580.0,MNP,31865.660815319887,,2021-03-01
Ohio,US,2021-03-02 05:30:53,40.3888,-82.7649,968874,17499,911474.0,40054.0,39.0,8288.696306815751,10056602.0,,1.7903256770230185,84000039.0,USA,86034.01459479344,,2021-03-01
Oklahoma,US,2021-03-02 05:30:53,35.5653,-96.9289,424888,4478,407665.0,12745.0,40.0,10737.708211659878,3509717.0,,1.0539247990058556,84000040.0,USA,88697.06146443832,,2021-03-01
Oregon,US,2021-03-02 05:30:53,44.572,-122.0709,155787,2212,,153575.0,41.0,3693.6157944414263,3564120.0,,1.4198874103744217,84000041.0,USA,84503.13521208175,,2021-03-01
Pennsylvania,US,2021-03-02 05:30:53,40.5908,-77.2098,935822,23984,849275.0,62563.0,42.0,7309.973473653195,10443158.0,,2.5628805477964827,84000042.0,USA,81574.49596308824,,2021-03-01
Puerto Rico,US,2021-03-02 05:30:53,18.2208,-66.5901,100584,2037,90891.0,7656.0,72.0,3149.4563975133497,406556.0,,2.025172989739919,630.0,PRI,12729.96097935494,,2021-03-01
Rhode Island,US,2021-03-02 05:30:53,41.6809,-71.5118,126588,2517,,124071.0,44.0,11949.467650781931,3011311.0,,1.9883401270262584,84000044.0,USA,284257.30227939296,,2021-03-01
South Carolina,US,2021-03-02 05:30:53,33.8569,-80.945,517976,8562,230793.0,278621.0,45.0,10060.298552221002,5053310.0,,1.6529723384867252,84000045.0,USA,98147.03244344123,,2021-03-01
South Dakota,US,2021-03-02 05:30:53,44.2998,-99.4388,112470,1888,108664.0,1918.0,46.0,12713.373175426916,422817.0,,1.6786698675202276,84000046.0,USA,47794.34787867416,,2021-03-01
Tennessee,US,2021-03-02 05:30:53,35.7478,-86.6923,775693,11421,750755.0,13517.0,47.0,11358.51861440344,6789970.0,,1.4723608437874265,84000047.0,USA,99425.93350235328,,2021-03-01
Texas,US,2021-03-02 05:30:53,31.0545,-97.5635,2660791,43909,2429453.0,187429.0,48.0,9176.444750894101,19595211.0,,1.6502235613394662,84000048.0,USA,67579.29169318911,,2021-03-01
Utah,US,2021-03-02 05:30:53,40.15,-111.8624,371492,1940,352814.0,16738.0,49.0,11587.550429543991,2859188.0,,0.5222185134538564,84000049.0,USA,89183.57632882278,,2021-03-01
Vermont,US,2021-03-02 05:30:53,44.0459,-72.7107,15284,205,12626.0,2453.0,50.0,2449.4021529225674,1076259.0,,1.3412719183459827,84000050.0,USA,172480.44436680776,,2021-03-01
Virgin Islands,US,2021-03-02 05:30:53,18.3358,-64.8963,2646,25,2511.0,110.0,78.0,2466.718872357087,47871.0,,0.944822373393802,850.0,VIR,44627.475109072606,,2021-03-01
Virginia,US,2021-03-02 05:30:53,37.7693,-78.17,577174,8783,,568391.0,51.0,6762.0258358044775,5915914.0,,1.5217248178192364,84000051.0,USA,69309.36478496504,,2021-03-01
Washington,US,2021-03-02 05:30:53,47.4009,-121.4905,340708,4969,,335739.0,53.0,4474.232270893366,5234432.0,,1.4584336147081958,84000053.0,USA,68739.40316692565,,2021-03-01
West Virginia,US,2021-03-02 05:30:53,38.4912,-80.9545,132048,2300,122751.0,6997.0,54.0,7368.145581807742,2208571.0,,1.7417908639282684,84000054.0,USA,123236.0403471367,,2021-03-01
Wisconsin,US,2021-03-02 05:30:53,44.2685,-89.6165,617700,7014,550280.0,60406.0,55.0,10608.96525405011,6921918.0,,1.1355026711996117,84000055.0,USA,118883.58030335768,,2021-03-01
Wyoming,US,2021-03-02 05:30:53,42.756,-107.3025,54471,671,53248.0,552.0,56.0,9411.689494245446,640594.0,,1.231848139376916,84000056.0,USA,110684.06711601892,,2021-03-01
Alabama,US,2021-03-01 05:30:39,32.3182,-86.9023,493252,9929,285130.0,198193.0,1.0,10059.828458440788,2290216.0,,2.0129670026680078,84000001.0,USA,46708.74135893302,,2021-02-28
Alaska,US,2021-03-01 05:30:39,61.3707,-152.4044,58263,290,,57973.0,2.0,7964.376764245535,1679675.0,,0.4977429929801074,84000002.0,USA,229606.5177125125,,2021-02-28
American Samoa,US,2021-03-01 05:30:39,-14.271,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-02-28
Arizona,US,2021-03-01 05:30:39,33.7298,-111.4312,816782,15980,,800802.0,4.0,11221.510604135316,3758499.0,,1.9564583940390456,84000004.0,USA,51636.833799143446,,2021-02-28
Arkansas,US,2021-03-01 05:30:39,34.9697,-92.3731,322415,5243,312758.0,4414.0,5.0,10683.762099858042,2695887.0,,1.6261650357458557,84000005.0,USA,89332.73996588249,,2021-02-28
California,US,2021-03-01 05:30:39,36.1162,-119.6816,3566914,52158,,3514756.0,6.0,9027.36856896156,48469106.0,,1.4622724293324705,84000006.0,USA,122668.638512189,,2021-02-28
Colorado,US,2021-03-01 05:30:39,39.0598,-105.3111,428303,5951,,422352.0,8.0,7437.448078883977,6216201.0,,1.3894369173225496,84000008.0,USA,107943.84392686172,,2021-02-28
Connecticut,US,2021-03-01 05:30:39,41.5978,-72.7554,279946,7622,,272324.0,9.0,7851.990597110415,6299277.0,,2.7226679431033127,84000009.0,USA,176683.588165553,,2021-02-28
Delaware,US,2021-03-01 05:30:39,39.3185,-75.5071,86799,1422,,85377.0,10.0,8913.761445278322,1395584.0,,1.638267721978364,84000010.0,USA,143318.504278244,,2021-02-28
Diamond Princess,US,2021-03-01 05:30:39,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,2021-02-28
District of Columbia,US,2021-03-01 05:30:39,38.8974,-77.0268,40598,1017,28881.0,10700.0,11.0,5752.470070804209,1228359.0,,2.5050495098280705,84000011.0,USA,174050.40602253776,,2021-02-28
Florida,US,2021-03-01 05:30:39,27.7663,-81.6868,1909221,30852,,1878369.0,12.0,8889.30244373511,21761798.0,,1.61594702760969,84000012.0,USA,101322.5834732961,,2021-02-28
Georgia,US,2021-03-01 05:30:39,33.0406,-83.6431,1006521,17295,,989226.0,13.0,9479.899218482677,7201974.0,,1.7182949983159814,84000013.0,USA,67831.65745586288,,2021-02-28
Grand Princess,US,2021-03-01 05:30:39,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,,2021-02-28
Guam,US,2021-03-01 05:30:39,13.4443,144.7937,7734,130,7564.0,40.0,66.0,4709.2778985441055,117603.0,,1.6808895784846134,316.0,GUM,71609.15550846684,,2021-02-28
Hawaii,US,2021-03-01 05:30:39,21.0943,-157.4983,27759,438,,27321.0,15.0,1960.5585815666952,1112978.0,,1.5778666378471846,84000015.0,USA,78607.2469827781,,2021-02-28
Idaho,US,2021-03-01 05:30:39,44.2405,-114.4788,171140,1860,94230.0,75050.0,16.0,9576.59626258698,638919.0,,1.0868294963188032,84000016.0,USA,35752.420868854795,,2021-02-28
Illinois,US,2021-03-01 05:30:39,40.3495,-88.9861,1186613,22735,,1163878.0,17.0,9364.186883637325,18136253.0,,1.9159574351536688,84000017.0,USA,143122.70509502935,,2021-02-28
